variables = 
T(K) p(atm) rho(kg/m^3) mu(kg/m-s) kappa(W/m-K) Cv(J/kg-K) Cp(J/kg-K) HE(J/kg)

1.000000e+02   1.013250e+05   3.994040e+00   7.370020e-06   8.866240e-03   6.696430e+02   9.481960e+02   -1.827760e+05
1.024000e+02   1.013250e+05   3.894990e+00   7.551850e-06   9.104740e-03   6.687900e+02   9.463360e+02   -1.805030e+05
1.048000e+02   1.013250e+05   3.800900e+00   7.733360e-06   9.343160e-03   6.679620e+02   9.445780e+02   -1.782340e+05
1.072000e+02   1.013250e+05   3.711390e+00   7.914580e-06   9.581520e-03   6.671570e+02   9.429150e+02   -1.759690e+05
1.096000e+02   1.013250e+05   3.626120e+00   8.095590e-06   9.819850e-03   6.663760e+02   9.413390e+02   -1.737080e+05
1.120000e+02   1.013250e+05   3.544800e+00   8.276430e-06   1.005820e-02   6.656180e+02   9.398440e+02   -1.714510e+05
1.144000e+02   1.013250e+05   3.467140e+00   8.457170e-06   1.029660e-02   6.648820e+02   9.384220e+02   -1.691970e+05
1.168000e+02   1.013250e+05   3.392900e+00   8.637810e-06   1.053510e-02   6.641680e+02   9.370710e+02   -1.669470e+05
1.192000e+02   1.013250e+05   3.321850e+00   8.818380e-06   1.077360e-02   6.634770e+02   9.357840e+02   -1.646990e+05
1.216000e+02   1.013250e+05   3.253780e+00   8.998840e-06   1.101210e-02   6.628070e+02   9.345570e+02   -1.624550e+05
1.240000e+02   1.013250e+05   3.188520e+00   9.179170e-06   1.125060e-02   6.621580e+02   9.333880e+02   -1.602140e+05
1.264000e+02   1.013250e+05   3.125870e+00   9.359310e-06   1.148900e-02   6.615310e+02   9.322720e+02   -1.579750e+05
1.288000e+02   1.013250e+05   3.065700e+00   9.539180e-06   1.172710e-02   6.609240e+02   9.312070e+02   -1.557390e+05
1.312000e+02   1.013250e+05   3.007840e+00   9.718710e-06   1.196480e-02   6.603380e+02   9.301910e+02   -1.535050e+05
1.336000e+02   1.013250e+05   2.952170e+00   9.897810e-06   1.220220e-02   6.597720e+02   9.292200e+02   -1.512740e+05
1.360000e+02   1.013250e+05   2.898560e+00   1.007640e-05   1.243890e-02   6.592260e+02   9.282920e+02   -1.490450e+05
1.384000e+02   1.013250e+05   2.846900e+00   1.025440e-05   1.267500e-02   6.587000e+02   9.274060e+02   -1.468180e+05
1.408000e+02   1.013250e+05   2.797080e+00   1.043180e-05   1.291040e-02   6.581930e+02   9.265590e+02   -1.445940e+05
1.432000e+02   1.013250e+05   2.749000e+00   1.060840e-05   1.314480e-02   6.577050e+02   9.257510e+02   -1.423710e+05
1.456000e+02   1.013250e+05   2.702570e+00   1.078430e-05   1.337840e-02   6.572370e+02   9.249780e+02   -1.401500e+05
